"","Dia.Juliano","mm.lluvia"
"1",1,0.357419561615653
"2",2,0.673649050399996
"3",3,0.481247184588836
"4",4,1.94589582503113
"5",5,2.00861706859881
"6",6,0.42760500454166
"7",7,0.374735389994584
"8",8,0.961184837504733
"9",9,0.843338833635122
"10",10,1.22309886542232
"11",11,1.81682658989713
"12",12,1.00649405328881
"13",13,0.117939213039667
"14",14,0.252368218485224
"15",15,0.677441334184469
"16",16,2.63657136756592
"17",17,1.30597457724476
"18",18,0.12285483038325
"19",19,0.185109306064047
"20",20,1.43123296388215
"21",21,0.727661074338
"22",22,0.177320943663964
"23",23,0.449115406784616
"24",24,4.00521361322524
"25",25,0.465373387769534
"26",26,1.76333588716353
"27",27,0.322055417437399
"28",28,1.24284090636957
"29",29,0.345939137250855
"30",30,3.50399587410091
"31",31,0.891694170114043
"32",32,0.488985410441509
"33",33,1.33653902468079
"34",34,0.597772332891989
"35",35,1.06926410453433
"36",36,4.58153592336218
"37",37,1.26189829128145
"38",38,2.7790536558451
"39",39,0.954548828256613
"40",40,1.00288449040178
"41",41,0.570771139994096
"42",42,0.335792696438311
"43",43,1.4802966915185
"44",44,1.71081819509793
"45",45,0.71229462739377
"46",46,2.27752568169862
"47",47,0.267641137490112
"48",48,1.10527157171859
"49",49,0.626316815719343
"50",50,1.84074480801463
"51",51,0.664435405012095
"52",52,1.38097364827456
"53",53,0.280036343512743
"54",54,0.773428954456127
"55",55,1.26235927293443
"56",56,0.37985209726596
"57",57,1.04592488887013
"58",58,0.524723975024686
"59",59,1.60338615549685
"60",60,2.41988869581966
"61",61,0.0793510378244218
"62",62,1.58196850094838
"63",63,0.212219325574429
"64",64,2.05332590990123
"65",65,1.12051056860673
"66",66,1.3863472079156
"67",67,0.925605192532932
"68",68,0.704017156483919
"69",69,1.09487929610166
"70",70,1.19375574157112
"71",71,1.43555939464892
"72",72,0.978515679271242
"73",73,0.34908024604652
"74",74,0.490069566713123
"75",75,0.812586926340025
"76",76,3.44484589891359
"77",77,0.0864252939904004
"78",78,3.20596584424415
"79",79,2.92797644681714
"80",80,0.158760083964869
"81",81,1.82745571165543
"82",82,3.67843414941402
"83",83,0.163128403036176
"84",84,0.99401937039516
"85",85,2.67263969550725
"86",86,0.597143820434641
"87",87,0.182866243373477
"88",88,0.649339554496528
"89",89,0.307800328317151
"90",90,0.953169312919181
"91",91,0.122246483372728
"92",92,0.17188194553169
"93",93,0.985502052921271
"94",94,0.251670585794691
"95",95,0.289502306972846
"96",96,0.349119934515002
"97",97,0.755533963190706
"98",98,2.69964923963357
"99",99,0.210490592054269
"100",100,0.25546693387479
"101",101,0.413746835684843
"102",102,1.68607832038271
"103",103,0.253209635992064
"104",104,0.436603703818629
"105",105,1.29712765215456
"106",106,1.0825257454893
"107",107,0.752158185174124
"108",108,1.94904868471089
"109",109,0.729443194093497
"110",110,1.44342003762188
"111",111,1.58902005820917
"112",112,3.16228446312037
"113",113,2.67828400267531
"114",114,2.59239600140965
"115",115,0.941152229811397
"116",116,1.2655755127779
"117",117,0.328516354261155
"118",118,2.9972061115795
"119",119,0.0704462367915705
"120",120,0.497896380178379
"121",121,0.478317594846313
"122",122,0.258358445520816
"123",123,0.481123698540451
"124",124,0.342637093821436
"125",125,0.30117568957588
"126",126,0.268332990070256
"127",127,0.196242015646436
"128",128,0.596868413176095
"129",129,0.247135844435142
"130",130,3.32914183127618
"131",131,2.44808895394612
"132",132,0.350307219588522
"133",133,1.2398108093973
"134",134,0.310194329415755
"135",135,0.63314425989232
"136",136,3.76255835356209
"137",137,0.095341002797392
"138",138,0.777116367656194
"139",139,0.228449295717344
"140",140,1.01653944089307
"141",141,0.299697196676155
"142",142,0.966919517982806
"143",143,1.4683004101957
"144",144,0.454201834443747
"145",145,1.39243863422494
"146",146,0.105042804785994
"147",147,0.0661268181512865
"148",148,0.915518398897467
"149",149,0.237991232225661
"150",150,3.50241964098984
"151",151,0.211221878573801
"152",152,1.21758267843792
"153",153,0.353854382663204
"154",154,0.222697984845786
"155",155,1.99224651228532
"156",156,0.49603338813765
"157",157,0.0355675005552809
"158",158,0.850788866949229
"159",159,0.335738998890091
"160",160,3.15458057952602
"161",161,0.110230796311176
"162",162,1.29847880448151
"163",163,0.932768442401069
"164",164,0.356275242952149
"165",165,0.26622601899873
"166",166,1.1129768491575
"167",167,4.01331253326578
"168",168,0.677418748565604
"169",169,0.00470984216428284
"170",170,1.2593556843812
"171",171,1.42925010905642
"172",172,0.821709394240326
"173",173,0.0476311410913307
"174",174,0.563791575266069
"175",175,0.0899295976615689
"176",176,1.57344417075235
"177",177,1.96635702385262
"178",178,3.51398680968103
"179",179,0.988444199574471
"180",180,1.48634622915208
"181",181,0.398574996572197
"182",182,2.22812910251339
"183",183,0.612816929273056
"184",184,0.714895080544808
"185",185,0.356507064314203
"186",186,1.40471938323072
"187",187,2.03802397444278
"188",188,2.23856693061486
"189",189,1.09578086539951
"190",190,0.62533798052019
"191",191,0.767609892475806
"192",192,0.982451560516114
"193",193,0.233607180416584
"194",194,2.88801104295288
"195",195,0.378114484208688
"196",196,0.548255782093057
"197",197,6.97729652814394
"198",198,1.95111756444248
"199",199,1.26011235571947
"200",200,3.53304797325113
"201",201,4.19321574791268
"202",202,0.293397205627341
"203",203,3.95072293290725
"204",204,0.884973139048987
"205",205,1.1727192794453
"206",206,0.437583565565475
"207",207,0.184160654610965
"208",208,0.0640214706816394
"209",209,0.105492167467402
"210",210,0.291575475738131
"211",211,0.146145740879721
"212",212,0.00154727473436447
"213",213,2.31338003954796
"214",214,0.430278811771213
"215",215,0.85012236747796
"216",216,1.39683484712479
"217",217,1.09972877696622
"218",218,1.03115452306893
"219",219,9.11936864749081
"220",220,0.816076312669221
"221",221,0.520733237433969
"222",222,0.125497501773245
"223",223,3.74651505184849
"224",224,0.16138313882304
"225",225,0.462292846334115
"226",226,1.16137108486158
"227",227,1.25155787742842
"228",228,0.325325046132287
"229",229,4.05007710217264
"230",230,0.856011200946748
"231",231,2.70236150629973
"232",232,0.272730243514035
"233",233,0.294762025728563
"234",234,0.334650891299328
"235",235,1.51455390440247
"236",236,0.578065239039532
"237",237,0.99740686966754
"238",238,1.87155279959791
"239",239,2.3447136340942
"240",240,1.8810183101886
"241",241,0.106030343142286
"242",242,0.303146563278361
"243",243,0.579279587405284
"244",244,0.842595529459948
"245",245,3.27207624364198
"246",246,0.123274896628736
"247",247,0.848031936563816
"248",248,0.529989175854272
"249",249,0.362862505834926
"250",250,0.802432695156504
"251",251,1.23785684116752
"252",252,0.274395672787024
"253",253,0.759308117577869
"254",254,5.06952463966214
"255",255,0.841714553728797
"256",256,1.21127835292295
"257",257,0.376117382462674
"258",258,4.182226637106
"259",259,0.260386962683377
"260",260,0.154059223328414
"261",261,0.206132538177157
"262",262,0.938421049306915
"263",263,0.189825138495712
"264",264,1.80496602948063
"265",265,1.13510723231517
"266",266,0.930861166591673
"267",267,0.106212796329447
"268",268,1.23221011241636
"269",269,1.27208440695889
"270",270,2.22781271235262
"271",271,0.0528995603685982
"272",272,3.07164653661115
"273",273,0.0853952067496067
"274",274,2.53442703027631
"275",275,0.297884038241392
"276",276,0.0588263253275118
"277",277,0.146908821916488
"278",278,0.172894200038039
"279",279,0.270355401790879
"280",280,2.78648428311747
"281",281,0.460381678594793
"282",282,1.89584587756617
"283",283,0.866487898471329
"284",284,0.862885073952139
"285",285,0.347895504629343
"286",286,0.123269768650202
"287",287,4.71002464939177
"288",288,0.214216449787297
"289",289,0.0105615046000882
"290",290,1.45523189300702
"291",291,1.12856994364971
"292",292,2.97744006029914
"293",293,0.409897561470398
"294",294,0.509528518037012
"295",295,1.6957414492523
"296",296,1.97033193580826
"297",297,2.25910560710312
"298",298,0.817846947014315
"299",299,0.111271825022577
"300",300,0.159773362402836
"301",301,0.712158683729306
"302",302,0.969387027946353
"303",303,1.44976723222888
"304",304,2.24833426506268
"305",305,0.14831595014849
"306",306,0.336340491482046
"307",307,1.03879639351414
"308",308,3.91712162536356
"309",309,0.174309665944134
"310",310,0.236415607708224
"311",311,0.28996524062571
"312",312,0.264462335767706
"313",313,2.03057292295242
"314",314,0.505981404363565
"315",315,2.37995586707488
"316",316,0.857020275138751
"317",317,0.452598436454833
"318",318,0.660539233764069
"319",319,1.04853298740576
"320",320,0.119897253138367
"321",321,1.52070146426024
"322",322,0.787555728344281
"323",323,0.317456080206175
"324",324,0.517296694281898
"325",325,0.829431452613818
"326",326,0.258487165811357
"327",327,0.987269731421498
"328",328,0.43947187859272
"329",329,0.0687204169400667
"330",330,0.765043681257227
"331",331,0.513091971740254
"332",332,0.420390720887298
"333",333,1.92480884859672
"334",334,1.37169937775453
"335",335,0.616850515597322
"336",336,3.82812416601588
"337",337,1.87715247502475
"338",338,0.547340098412687
"339",339,0.746965553255731
"340",340,1.42876605676434
"341",341,1.05906867370546
"342",342,0.0185114883502066
"343",343,0.704751652403829
"344",344,0.342046627460906
"345",345,0.712963083779879
"346",346,0.323462801765692
"347",347,1.95288090339808
"348",348,0.242936625095748
"349",349,1.06488752456664
"350",350,0.222302656202169
"351",351,0.256754126755542
"352",352,0.528539698361681
"353",353,0.38589665226722
"354",354,1.10672916689081
"355",355,1.51331828734983
"356",356,0.935535418513129
"357",357,0.319682465847584
"358",358,0.488428239386236
"359",359,1.07978150306593
"360",360,0.709221250994989
"361",361,0.361738193340683
"362",362,2.28206510907749
"363",363,0.363534532508321
"364",364,1.43290522399996
"365",365,2.33769965704029
